541267,20803,SMALL PINK GLASS SUNDAE DISH,36,2011-01-17 10:37:00,0.42,12779.0,Poland
541267,20801,LARGE PINK GLASS SUNDAE DISH,16,2011-01-17 10:37:00,0.75,12779.0,Poland
541267,21110,LARGE CAKE TOWEL PINK SPOTS,24,2011-01-17 10:37:00,1.95,12779.0,Poland
541267,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-17 10:37:00,4.95,12779.0,Poland
541267,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-01-17 10:37:00,3.95,12779.0,Poland
541267,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,2011-01-17 10:37:00,2.95,12779.0,Poland
541267,22961,JAM MAKING SET PRINTED,36,2011-01-17 10:37:00,1.45,12779.0,Poland
541267,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-01-17 10:37:00,1.45,12779.0,Poland
541267,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-01-17 10:37:00,1.45,12779.0,Poland
541267,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-01-17 10:37:00,8.5,12779.0,Poland
541267,21232A,STRAWBERRY CERAMIC TRINKET BOX,12,2011-01-17 10:37:00,1.25,12779.0,Poland
541268,22292C,HANGING CHICK  YELLOW DECORATION,6,2011-01-17 10:52:00,1.45,12872.0,United Kingdom
541268,22286,"DECORATION , WOBBLY RABBIT , METAL ",3,2011-01-17 10:52:00,1.65,12872.0,United Kingdom
541268,22974,CHILDRENS DOLLY GIRL MUG,5,2011-01-17 10:52:00,1.65,12872.0,United Kingdom
541268,22973,CHILDREN'S CIRCUS PARADE MUG,5,2011-01-17 10:52:00,1.65,12872.0,United Kingdom